danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.356,0.717,6,-8.489,1,0.0367,0.000336,0.00012,0.0727,0.193,105.78,audio_features,67ZyR9O1xkr9p91Vmews3V,spotify:track:67ZyR9O1xkr9p91Vmews3V,https://api.spotify.com/v1/tracks/67ZyR9O1xkr9p91Vmews3V,https://api.spotify.com/v1/audio-analysis/67ZyR9O1xkr9p91Vmews3V,318040,4
0.525,0.946,3,-6.266,1,0.0497,7.28e-05,0.0,0.125,0.444,129.995,audio_features,7zfwabY33QdUfzEQ3QFHrJ,spotify:track:7zfwabY33QdUfzEQ3QFHrJ,https://api.spotify.com/v1/tracks/7zfwabY33QdUfzEQ3QFHrJ,https://api.spotify.com/v1/audio-analysis/7zfwabY33QdUfzEQ3QFHrJ,245067,4
0.407,0.722,7,-7.577,0,0.0419,0.019,5.26e-06,0.15,0.398,169.907,audio_features,7gwyhpX7k8qMObJQo8kkV3,spotify:track:7gwyhpX7k8qMObJQo8kkV3,https://api.spotify.com/v1/tracks/7gwyhpX7k8qMObJQo8kkV3,https://api.spotify.com/v1/audio-analysis/7gwyhpX7k8qMObJQo8kkV3,226173,4
0.506,0.967,6,-2.973,1,0.0451,6.59e-05,0.41,0.167,0.488,129.704,audio_features,0sObxZUKqdPfgjG9ahSlP5,spotify:track:0sObxZUKqdPfgjG9ahSlP5,https://api.spotify.com/v1/tracks/0sObxZUKqdPfgjG9ahSlP5,https://api.spotify.com/v1/audio-analysis/0sObxZUKqdPfgjG9ahSlP5,270253,4
0.299,0.965,2,-3.738,0,0.142,0.000715,0.0,0.443,0.148,128.838,audio_features,2UPbu0k0o9SmqvckvFbDXg,spotify:track:2UPbu0k0o9SmqvckvFbDXg,https://api.spotify.com/v1/tracks/2UPbu0k0o9SmqvckvFbDXg,https://api.spotify.com/v1/audio-analysis/2UPbu0k0o9SmqvckvFbDXg,225907,4
0.46,0.881,2,-4.81,1,0.0474,9.98e-06,0.00067,0.117,0.308,126.408,audio_features,3U3peYfctRATUd7w97tsMD,spotify:track:3U3peYfctRATUd7w97tsMD,https://api.spotify.com/v1/tracks/3U3peYfctRATUd7w97tsMD,https://api.spotify.com/v1/audio-analysis/3U3peYfctRATUd7w97tsMD,285080,4
0.591,0.858,0,-4.98,1,0.0324,0.000382,3.01e-06,0.113,0.64,82.051,audio_features,2KAfir4rYPp52o9NzAbjZZ,spotify:track:2KAfir4rYPp52o9NzAbjZZ,https://api.spotify.com/v1/tracks/2KAfir4rYPp52o9NzAbjZZ,https://api.spotify.com/v1/audio-analysis/2KAfir4rYPp52o9NzAbjZZ,222960,4
0.42,0.409,4,-8.298,1,0.0295,0.0124,0.0125,0.0664,0.142,101.852,audio_features,0Y7omziUDkL6Zlkj2c7sQy,spotify:track:0Y7omziUDkL6Zlkj2c7sQy,https://api.spotify.com/v1/tracks/0Y7omziUDkL6Zlkj2c7sQy,https://api.spotify.com/v1/audio-analysis/0Y7omziUDkL6Zlkj2c7sQy,300573,4
0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,audio_features,4zmx3vEPgRPjRT2CszUsZo,spotify:track:4zmx3vEPgRPjRT2CszUsZo,https://api.spotify.com/v1/tracks/4zmx3vEPgRPjRT2CszUsZo,https://api.spotify.com/v1/audio-analysis/4zmx3vEPgRPjRT2CszUsZo,250760,4
0.434,0.907,8,-6.225,0,0.0524,0.00173,0.00803,0.518,0.37,94.41,audio_features,5Xl8wvp7rKr5lEDUxlGDnB,spotify:track:5Xl8wvp7rKr5lEDUxlGDnB,https://api.spotify.com/v1/tracks/5Xl8wvp7rKr5lEDUxlGDnB,https://api.spotify.com/v1/audio-analysis/5Xl8wvp7rKr5lEDUxlGDnB,366147,4
0.578,0.897,0,-3.906,1,0.0357,0.000666,0.0,0.0924,0.737,115.491,audio_features,4urxRqBRiaH0i20OKBsgxc,spotify:track:4urxRqBRiaH0i20OKBsgxc,https://api.spotify.com/v1/tracks/4urxRqBRiaH0i20OKBsgxc,https://api.spotify.com/v1/audio-analysis/4urxRqBRiaH0i20OKBsgxc,193107,4
0.327,0.961,5,-3.125,1,0.108,0.00218,0.00013,0.246,0.33,175.241,audio_features,01CYr3t0hedD915PmI5l4D,spotify:track:01CYr3t0hedD915PmI5l4D,https://api.spotify.com/v1/tracks/01CYr3t0hedD915PmI5l4D,https://api.spotify.com/v1/audio-analysis/01CYr3t0hedD915PmI5l4D,351533,4
0.585,0.907,1,-4.787,1,0.102,7.21e-05,0.0,0.0682,0.573,92.634,audio_features,4Lxn1JlGJwmmXpODrNvPA6,spotify:track:4Lxn1JlGJwmmXpODrNvPA6,https://api.spotify.com/v1/tracks/4Lxn1JlGJwmmXpODrNvPA6,https://api.spotify.com/v1/audio-analysis/4Lxn1JlGJwmmXpODrNvPA6,178667,4
0.483,0.871,0,-8.033,1,0.041,0.000444,0.000498,0.287,0.58,90.98,audio_features,01aNjoqwc5C0q3v6DJfSb2,spotify:track:01aNjoqwc5C0q3v6DJfSb2,https://api.spotify.com/v1/tracks/01aNjoqwc5C0q3v6DJfSb2,https://api.spotify.com/v1/audio-analysis/01aNjoqwc5C0q3v6DJfSb2,280307,4
0.228,0.953,0,-5.813,1,0.348,0.0024,0.0693,0.125,0.335,202.116,audio_features,3O8Ntjn2ZsB6SI24KTAVtL,spotify:track:3O8Ntjn2ZsB6SI24KTAVtL,https://api.spotify.com/v1/tracks/3O8Ntjn2ZsB6SI24KTAVtL,https://api.spotify.com/v1/audio-analysis/3O8Ntjn2ZsB6SI24KTAVtL,432667,4
0.288,0.987,4,-1.359,1,0.223,0.0168,0.0,0.264,0.336,184.519,audio_features,28TReO2Mxk9Q3GA4K98YSz,spotify:track:28TReO2Mxk9Q3GA4K98YSz,https://api.spotify.com/v1/tracks/28TReO2Mxk9Q3GA4K98YSz,https://api.spotify.com/v1/audio-analysis/28TReO2Mxk9Q3GA4K98YSz,147960,4
0.323,0.921,8,-7.393,1,0.0758,0.00354,0.469,0.205,0.308,115.548,audio_features,12pXtNMxmZnxgHFbE3e1lV,spotify:track:12pXtNMxmZnxgHFbE3e1lV,https://api.spotify.com/v1/tracks/12pXtNMxmZnxgHFbE3e1lV,https://api.spotify.com/v1/audio-analysis/12pXtNMxmZnxgHFbE3e1lV,381480,4
0.39,0.844,0,-5.795,0,0.0579,7.47e-05,0.891,0.372,0.0607,120.035,audio_features,3P79uIjrfEvPHKfRrYyTVt,spotify:track:3P79uIjrfEvPHKfRrYyTVt,https://api.spotify.com/v1/tracks/3P79uIjrfEvPHKfRrYyTVt,https://api.spotify.com/v1/audio-analysis/3P79uIjrfEvPHKfRrYyTVt,351773,4
0.221,0.965,6,-2.872,0,0.1,1.5e-05,0.12,0.0655,0.126,116.625,audio_features,2XmDON4e1Wv8MckW0GxNiN,spotify:track:2XmDON4e1Wv8MckW0GxNiN,https://api.spotify.com/v1/tracks/2XmDON4e1Wv8MckW0GxNiN,https://api.spotify.com/v1/audio-analysis/2XmDON4e1Wv8MckW0GxNiN,468480,4
0.502,0.94,10,-5.572,0,0.0594,0.00152,0.000819,0.116,0.537,126.983,audio_features,6hpVeTz64r5wuluiRKCHbC,spotify:track:6hpVeTz64r5wuluiRKCHbC,https://api.spotify.com/v1/tracks/6hpVeTz64r5wuluiRKCHbC,https://api.spotify.com/v1/audio-analysis/6hpVeTz64r5wuluiRKCHbC,206160,4
0.272,0.747,5,-4.86,0,0.0401,0.000393,4.03e-05,0.16,0.255,202.777,audio_features,6olS0TmHmsGr0hXtcBsiVM,spotify:track:6olS0TmHmsGr0hXtcBsiVM,https://api.spotify.com/v1/tracks/6olS0TmHmsGr0hXtcBsiVM,https://api.spotify.com/v1/audio-analysis/6olS0TmHmsGr0hXtcBsiVM,262133,4
0.557,0.941,1,-4.797,0,0.0552,0.00205,7.47e-05,0.259,0.556,111.999,audio_features,1ZAtCoDHeYdMIYTaj9FpXB,spotify:track:1ZAtCoDHeYdMIYTaj9FpXB,https://api.spotify.com/v1/tracks/1ZAtCoDHeYdMIYTaj9FpXB,https://api.spotify.com/v1/audio-analysis/1ZAtCoDHeYdMIYTaj9FpXB,257347,4
0.43,0.955,9,-4.767,1,0.0424,0.000807,0.0,0.044,0.366,172.975,audio_features,6HNruFQlzQx4ulL4ppRLYI,spotify:track:6HNruFQlzQx4ulL4ppRLYI,https://api.spotify.com/v1/tracks/6HNruFQlzQx4ulL4ppRLYI,https://api.spotify.com/v1/audio-analysis/6HNruFQlzQx4ulL4ppRLYI,267360,4
0.458,0.928,2,-5.922,1,0.0473,0.00321,0.00563,0.0987,0.425,160.232,audio_features,1jpU3kqsbaPR5B35vdbee5,spotify:track:1jpU3kqsbaPR5B35vdbee5,https://api.spotify.com/v1/tracks/1jpU3kqsbaPR5B35vdbee5,https://api.spotify.com/v1/audio-analysis/1jpU3kqsbaPR5B35vdbee5,298000,4
0.131,0.975,7,-7.228,1,0.118,1.61e-06,0.914,0.0862,0.393,79.467,audio_features,2Vy4z1ZUN7RvN7syWI2yef,spotify:track:2Vy4z1ZUN7RvN7syWI2yef,https://api.spotify.com/v1/tracks/2Vy4z1ZUN7RvN7syWI2yef,https://api.spotify.com/v1/audio-analysis/2Vy4z1ZUN7RvN7syWI2yef,183093,4
0.144,0.993,4,-4.663,0,0.124,2.23e-06,0.597,0.311,0.238,76.399,audio_features,6JxzueCv0EuqHezqA8aJjw,spotify:track:6JxzueCv0EuqHezqA8aJjw,https://api.spotify.com/v1/tracks/6JxzueCv0EuqHezqA8aJjw,https://api.spotify.com/v1/audio-analysis/6JxzueCv0EuqHezqA8aJjw,264680,4
0.312,0.576,4,-8.547,0,0.0354,0.00792,8.02e-06,0.0949,0.322,143.28,audio_features,0RuK23FwiTtqX43163YBBA,spotify:track:0RuK23FwiTtqX43163YBBA,https://api.spotify.com/v1/tracks/0RuK23FwiTtqX43163YBBA,https://api.spotify.com/v1/audio-analysis/0RuK23FwiTtqX43163YBBA,350547,4
0.48,0.391,10,-16.04,0,0.0274,0.19,0.811,0.111,0.169,87.139,audio_features,4ueTqCQ8F61FZ1wSc6Ib4U,spotify:track:4ueTqCQ8F61FZ1wSc6Ib4U,https://api.spotify.com/v1/tracks/4ueTqCQ8F61FZ1wSc6Ib4U,https://api.spotify.com/v1/audio-analysis/4ueTqCQ8F61FZ1wSc6Ib4U,287800,4
0.536,0.916,7,-3.615,1,0.0392,9.99e-06,0.44,0.0892,0.314,113.982,audio_features,54USlb9PXNkJlehPcBDnUn,spotify:track:54USlb9PXNkJlehPcBDnUn,https://api.spotify.com/v1/tracks/54USlb9PXNkJlehPcBDnUn,https://api.spotify.com/v1/audio-analysis/54USlb9PXNkJlehPcBDnUn,189493,4
0.31,0.83,1,-8.527,1,0.0482,1.53e-06,0.146,0.137,0.617,170.568,audio_features,77tmFqXDcvsjBYZ0F7E9WH,spotify:track:77tmFqXDcvsjBYZ0F7E9WH,https://api.spotify.com/v1/tracks/77tmFqXDcvsjBYZ0F7E9WH,https://api.spotify.com/v1/audio-analysis/77tmFqXDcvsjBYZ0F7E9WH,228053,4
0.398,0.747,1,-5.089,0,0.0516,0.00228,0.0,0.192,0.168,129.995,audio_features,3y1quPyXSj3wh5yIT1inuy,spotify:track:3y1quPyXSj3wh5yIT1inuy,https://api.spotify.com/v1/tracks/3y1quPyXSj3wh5yIT1inuy,https://api.spotify.com/v1/audio-analysis/3y1quPyXSj3wh5yIT1inuy,297707,4
0.515,0.964,5,-5.652,0,0.052,0.00504,0.0,0.362,0.543,123.845,audio_features,6w8SSt87EBpCdiwI4B09di,spotify:track:6w8SSt87EBpCdiwI4B09di,https://api.spotify.com/v1/tracks/6w8SSt87EBpCdiwI4B09di,https://api.spotify.com/v1/audio-analysis/6w8SSt87EBpCdiwI4B09di,208507,4
0.37,0.88,3,-8.849,0,0.0791,0.000493,4.26e-05,0.0686,0.109,120.038,audio_features,4VHSol78xUEV9tFEk7dd70,spotify:track:4VHSol78xUEV9tFEk7dd70,https://api.spotify.com/v1/tracks/4VHSol78xUEV9tFEk7dd70,https://api.spotify.com/v1/audio-analysis/4VHSol78xUEV9tFEk7dd70,286133,4
0.533,0.891,8,-2.599,1,0.0399,0.000409,6.72e-05,0.101,0.682,144.446,audio_features,0ognkBvJqaov2gWDgaMzvz,spotify:track:0ognkBvJqaov2gWDgaMzvz,https://api.spotify.com/v1/tracks/0ognkBvJqaov2gWDgaMzvz,https://api.spotify.com/v1/audio-analysis/0ognkBvJqaov2gWDgaMzvz,150360,4
0.32,0.97,1,-3.826,1,0.0935,0.000338,0.0,0.119,0.442,78.709,audio_features,7lQpQnRMXHowqe5HChRAOZ,spotify:track:7lQpQnRMXHowqe5HChRAOZ,https://api.spotify.com/v1/tracks/7lQpQnRMXHowqe5HChRAOZ,https://api.spotify.com/v1/audio-analysis/7lQpQnRMXHowqe5HChRAOZ,310880,4
0.446,0.614,2,-12.176,0,0.0557,0.146,4.71e-06,0.115,0.311,119.994,audio_features,70gOupwTsC5iq2x3i6Q8f3,spotify:track:70gOupwTsC5iq2x3i6Q8f3,https://api.spotify.com/v1/tracks/70gOupwTsC5iq2x3i6Q8f3,https://api.spotify.com/v1/audio-analysis/70gOupwTsC5iq2x3i6Q8f3,214427,4
0.459,0.83,8,-11.087,1,0.0456,0.00447,0.00267,0.26,0.771,163.857,audio_features,3gCC1mBY4cHL4ptRyIuZc7,spotify:track:3gCC1mBY4cHL4ptRyIuZc7,https://api.spotify.com/v1/tracks/3gCC1mBY4cHL4ptRyIuZc7,https://api.spotify.com/v1/audio-analysis/3gCC1mBY4cHL4ptRyIuZc7,333280,4
0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,audio_features,2takcwOaAZWiXQijPHIx7B,spotify:track:2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/tracks/2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B,237040,4
0.565,0.831,9,-3.102,0,0.113,0.000384,1.21e-05,0.245,0.498,135.111,audio_features,6tedQ1ZmbygqhbdcfJL7Xb,spotify:track:6tedQ1ZmbygqhbdcfJL7Xb,https://api.spotify.com/v1/tracks/6tedQ1ZmbygqhbdcfJL7Xb,https://api.spotify.com/v1/audio-analysis/6tedQ1ZmbygqhbdcfJL7Xb,205413,4
0.329,0.679,11,-8.219,1,0.0314,0.0259,0.315,0.123,0.272,80.029,audio_features,11C3oTzP4WJ2UlU3TzHtCK,spotify:track:11C3oTzP4WJ2UlU3TzHtCK,https://api.spotify.com/v1/tracks/11C3oTzP4WJ2UlU3TzHtCK,https://api.spotify.com/v1/audio-analysis/11C3oTzP4WJ2UlU3TzHtCK,536960,4
0.172,0.943,10,-4.377,0,0.107,0.000224,0.000132,0.168,0.15,165.144,audio_features,1BxN8obIlzutEpzedUX5XJ,spotify:track:1BxN8obIlzutEpzedUX5XJ,https://api.spotify.com/v1/tracks/1BxN8obIlzutEpzedUX5XJ,https://api.spotify.com/v1/audio-analysis/1BxN8obIlzutEpzedUX5XJ,310027,5
0.593,0.804,0,-5.228,1,0.0337,0.000826,0.00997,0.0771,0.67,131.656,audio_features,1YHIX390WgL6fPmhZ1dLGz,spotify:track:1YHIX390WgL6fPmhZ1dLGz,https://api.spotify.com/v1/tracks/1YHIX390WgL6fPmhZ1dLGz,https://api.spotify.com/v1/audio-analysis/1YHIX390WgL6fPmhZ1dLGz,247175,4
0.481,0.88,4,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,audio_features,04NGX0b5Tgs7VsErfn5OA1,spotify:track:04NGX0b5Tgs7VsErfn5OA1,https://api.spotify.com/v1/tracks/04NGX0b5Tgs7VsErfn5OA1,https://api.spotify.com/v1/audio-analysis/04NGX0b5Tgs7VsErfn5OA1,223173,3
0.488,0.815,0,-4.682,1,0.0432,7.99e-05,0.00139,0.0684,0.511,86.499,audio_features,1xBCv8m2xTSIijcgfi2HtF,spotify:track:1xBCv8m2xTSIijcgfi2HtF,https://api.spotify.com/v1/tracks/1xBCv8m2xTSIijcgfi2HtF,https://api.spotify.com/v1/audio-analysis/1xBCv8m2xTSIijcgfi2HtF,175693,4
0.517,0.704,4,-6.837,0,0.0358,0.00385,0.0,0.103,0.279,115.977,audio_features,0PSWSiRXsxsLAEdEhaJAId,spotify:track:0PSWSiRXsxsLAEdEhaJAId,https://api.spotify.com/v1/tracks/0PSWSiRXsxsLAEdEhaJAId,https://api.spotify.com/v1/audio-analysis/0PSWSiRXsxsLAEdEhaJAId,313413,4
0.519,0.861,0,-6.67,1,0.0758,0.0173,0.00312,0.06,0.213,117.846,audio_features,4hOohf45f0JtxYKNsEAIOV,spotify:track:4hOohf45f0JtxYKNsEAIOV,https://api.spotify.com/v1/tracks/4hOohf45f0JtxYKNsEAIOV,https://api.spotify.com/v1/audio-analysis/4hOohf45f0JtxYKNsEAIOV,309933,4
0.468,0.882,6,-3.906,1,0.0636,0.00347,1.57e-06,0.372,0.327,164.035,audio_features,6TghWaPh1WHJKWXow7iujH,spotify:track:6TghWaPh1WHJKWXow7iujH,https://api.spotify.com/v1/tracks/6TghWaPh1WHJKWXow7iujH,https://api.spotify.com/v1/audio-analysis/6TghWaPh1WHJKWXow7iujH,199680,4
0.453,0.959,0,-6.121,0,0.119,0.000321,0.14,0.132,0.204,139.997,audio_features,031uTUhyy6xmDJqmeWJBi9,spotify:track:031uTUhyy6xmDJqmeWJBi9,https://api.spotify.com/v1/tracks/031uTUhyy6xmDJqmeWJBi9,https://api.spotify.com/v1/audio-analysis/031uTUhyy6xmDJqmeWJBi9,319187,4
0.503,0.83,1,-3.957,1,0.0663,0.000138,0.0,0.143,0.384,118.169,audio_features,7Ip5IHDab28UhY8d9HtPB2,spotify:track:7Ip5IHDab28UhY8d9HtPB2,https://api.spotify.com/v1/tracks/7Ip5IHDab28UhY8d9HtPB2,https://api.spotify.com/v1/audio-analysis/7Ip5IHDab28UhY8d9HtPB2,167813,4
0.37,0.953,9,-7.027,1,0.0748,0.000146,0.00541,0.0705,0.551,171.538,audio_features,0UUlc4PCk6kfkJRJekB8cM,spotify:track:0UUlc4PCk6kfkJRJekB8cM,https://api.spotify.com/v1/tracks/0UUlc4PCk6kfkJRJekB8cM,https://api.spotify.com/v1/audio-analysis/0UUlc4PCk6kfkJRJekB8cM,272667,4
0.31,0.991,1,-2.927,0,0.488,0.000619,0.0,0.11,0.187,76.372,audio_features,0uViGnp3wToB4GpsGYC0FW,spotify:track:0uViGnp3wToB4GpsGYC0FW,https://api.spotify.com/v1/tracks/0uViGnp3wToB4GpsGYC0FW,https://api.spotify.com/v1/audio-analysis/0uViGnp3wToB4GpsGYC0FW,241227,4
0.479,0.884,9,-4.762,1,0.0483,0.0338,0.0,0.0802,0.452,146.922,audio_features,7k9iVpyeR5ybSPSkvmAP6K,spotify:track:7k9iVpyeR5ybSPSkvmAP6K,https://api.spotify.com/v1/tracks/7k9iVpyeR5ybSPSkvmAP6K,https://api.spotify.com/v1/audio-analysis/7k9iVpyeR5ybSPSkvmAP6K,198467,4
0.631,0.881,10,-3.156,1,0.0494,0.00592,0.0,0.376,0.678,99.992,audio_features,7jeMxdDNmUcdKDxiwRKItJ,spotify:track:7jeMxdDNmUcdKDxiwRKItJ,https://api.spotify.com/v1/tracks/7jeMxdDNmUcdKDxiwRKItJ,https://api.spotify.com/v1/audio-analysis/7jeMxdDNmUcdKDxiwRKItJ,187293,4
0.301,0.813,2,-8.786,0,0.0568,0.000674,0.000631,0.197,0.236,109.25,audio_features,0PLUzbu0ST6IOSgtUknxWV,spotify:track:0PLUzbu0ST6IOSgtUknxWV,https://api.spotify.com/v1/tracks/0PLUzbu0ST6IOSgtUknxWV,https://api.spotify.com/v1/audio-analysis/0PLUzbu0ST6IOSgtUknxWV,436960,4
0.427,0.913,6,-5.545,0,0.0804,0.00636,0.0,0.471,0.471,124.419,audio_features,22Ntyke0ZDZy2Uuf8BEDkU,spotify:track:22Ntyke0ZDZy2Uuf8BEDkU,https://api.spotify.com/v1/tracks/22Ntyke0ZDZy2Uuf8BEDkU,https://api.spotify.com/v1/audio-analysis/22Ntyke0ZDZy2Uuf8BEDkU,189360,4
0.496,0.969,0,-5.011,1,0.133,0.0145,0.463,0.968,0.176,158.524,audio_features,2LH6bPWC0YepQnmIasefGu,spotify:track:2LH6bPWC0YepQnmIasefGu,https://api.spotify.com/v1/tracks/2LH6bPWC0YepQnmIasefGu,https://api.spotify.com/v1/audio-analysis/2LH6bPWC0YepQnmIasefGu,278040,4
0.581,0.804,9,-8.093,1,0.0361,0.00105,0.000289,0.05,0.418,110.022,audio_features,0RHPoliIwT6ddbPugZNitX,spotify:track:0RHPoliIwT6ddbPugZNitX,https://api.spotify.com/v1/tracks/0RHPoliIwT6ddbPugZNitX,https://api.spotify.com/v1/audio-analysis/0RHPoliIwT6ddbPugZNitX,226133,4
0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,audio_features,1PLMK1ui86iHHG3FM1N7ue,spotify:track:1PLMK1ui86iHHG3FM1N7ue,https://api.spotify.com/v1/tracks/1PLMK1ui86iHHG3FM1N7ue,https://api.spotify.com/v1/audio-analysis/1PLMK1ui86iHHG3FM1N7ue,336113,4
0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,audio_features,32kgOw8wejH7zUhtXCM8DH,spotify:track:32kgOw8wejH7zUhtXCM8DH,https://api.spotify.com/v1/tracks/32kgOw8wejH7zUhtXCM8DH,https://api.spotify.com/v1/audio-analysis/32kgOw8wejH7zUhtXCM8DH,285133,4
0.299,0.754,5,-4.078,0,0.0732,0.0195,1.3e-06,0.103,0.295,169.373,audio_features,6NaBDHz9C7Uz9Z9CwLXQin,spotify:track:6NaBDHz9C7Uz9Z9CwLXQin,https://api.spotify.com/v1/tracks/6NaBDHz9C7Uz9Z9CwLXQin,https://api.spotify.com/v1/audio-analysis/6NaBDHz9C7Uz9Z9CwLXQin,221053,4
0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,audio_features,1YBf7Tq9bpcVwvnlP8YbQS,spotify:track:1YBf7Tq9bpcVwvnlP8YbQS,https://api.spotify.com/v1/tracks/1YBf7Tq9bpcVwvnlP8YbQS,https://api.spotify.com/v1/audio-analysis/1YBf7Tq9bpcVwvnlP8YbQS,350187,4
0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,audio_features,6b6uLZsoGhObYexIxnRbIb,spotify:track:6b6uLZsoGhObYexIxnRbIb,https://api.spotify.com/v1/tracks/6b6uLZsoGhObYexIxnRbIb,https://api.spotify.com/v1/audio-analysis/6b6uLZsoGhObYexIxnRbIb,311200,4
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,audio_features,61mWefnWQOLf90gepjOCb3,spotify:track:61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/tracks/61mWefnWQOLf90gepjOCb3,https://api.spotify.com/v1/audio-analysis/61mWefnWQOLf90gepjOCb3,252613,4
0.546,0.957,1,-3.189,1,0.164,0.0533,3.37e-06,0.683,0.514,109.775,audio_features,5uMTA9SIe0sE4dnHHSHaYz,spotify:track:5uMTA9SIe0sE4dnHHSHaYz,https://api.spotify.com/v1/tracks/5uMTA9SIe0sE4dnHHSHaYz,https://api.spotify.com/v1/audio-analysis/5uMTA9SIe0sE4dnHHSHaYz,171800,4
0.651,0.908,2,-4.019,1,0.0577,0.00184,0.000579,0.384,0.769,123.851,audio_features,5YBVDvTSSSiqv7KZDeUlXA,spotify:track:5YBVDvTSSSiqv7KZDeUlXA,https://api.spotify.com/v1/tracks/5YBVDvTSSSiqv7KZDeUlXA,https://api.spotify.com/v1/audio-analysis/5YBVDvTSSSiqv7KZDeUlXA,274160,4
0.503,0.947,1,-4.272,1,0.0718,0.000772,0.0,0.167,0.575,139.977,audio_features,0VOdrL7gfVvJTFjI7sBpUP,spotify:track:0VOdrL7gfVvJTFjI7sBpUP,https://api.spotify.com/v1/tracks/0VOdrL7gfVvJTFjI7sBpUP,https://api.spotify.com/v1/audio-analysis/0VOdrL7gfVvJTFjI7sBpUP,229733,4
0.449,0.985,1,-1.585,1,0.146,3.22e-05,8.4e-05,0.278,0.447,158.944,audio_features,0CdHnV4vaqNDKskubNQWLb,spotify:track:0CdHnV4vaqNDKskubNQWLb,https://api.spotify.com/v1/tracks/0CdHnV4vaqNDKskubNQWLb,https://api.spotify.com/v1/audio-analysis/0CdHnV4vaqNDKskubNQWLb,269853,4
0.688,0.804,1,-10.069,1,0.0303,0.235,0.821,0.0558,0.754,98.075,audio_features,1x9DoFuOZxVP101R9dpOlb,spotify:track:1x9DoFuOZxVP101R9dpOlb,https://api.spotify.com/v1/tracks/1x9DoFuOZxVP101R9dpOlb,https://api.spotify.com/v1/audio-analysis/1x9DoFuOZxVP101R9dpOlb,342973,4
0.297,0.8,5,-8.388,0,0.0386,0.000275,0.85,0.367,0.494,121.065,audio_features,1dBH6VKxd0aeNff33XhOXI,spotify:track:1dBH6VKxd0aeNff33XhOXI,https://api.spotify.com/v1/tracks/1dBH6VKxd0aeNff33XhOXI,https://api.spotify.com/v1/audio-analysis/1dBH6VKxd0aeNff33XhOXI,299227,4
0.364,0.989,11,-3.319,0,0.196,0.0229,0.0,0.305,0.421,156.506,audio_features,7zBbLVcp8mSQX2EMjSwNp9,spotify:track:7zBbLVcp8mSQX2EMjSwNp9,https://api.spotify.com/v1/tracks/7zBbLVcp8mSQX2EMjSwNp9,https://api.spotify.com/v1/audio-analysis/7zBbLVcp8mSQX2EMjSwNp9,162080,4
0.446,0.989,0,-4.444,0,0.224,0.00463,0.0311,0.122,0.0855,141.999,audio_features,1jBFvl7o4cmsyz6dk0vuTI,spotify:track:1jBFvl7o4cmsyz6dk0vuTI,https://api.spotify.com/v1/tracks/1jBFvl7o4cmsyz6dk0vuTI,https://api.spotify.com/v1/audio-analysis/1jBFvl7o4cmsyz6dk0vuTI,265853,4
0.444,0.923,6,-7.87,1,0.117,0.00123,0.021,0.282,0.2,138.113,audio_features,7eEHTD3EEevRKoLj7RwbYn,spotify:track:7eEHTD3EEevRKoLj7RwbYn,https://api.spotify.com/v1/tracks/7eEHTD3EEevRKoLj7RwbYn,https://api.spotify.com/v1/audio-analysis/7eEHTD3EEevRKoLj7RwbYn,349600,4
0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.548,audio_features,3asFGFY3uLjMDmML1p0tYm,spotify:track:3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/tracks/3asFGFY3uLjMDmML1p0tYm,https://api.spotify.com/v1/audio-analysis/3asFGFY3uLjMDmML1p0tYm,242280,4
0.389,0.934,2,-4.404,0,0.0473,0.0417,0.0235,0.123,0.475,95.147,audio_features,1efMsfLGwsNNNB5O6QRmcT,spotify:track:1efMsfLGwsNNNB5O6QRmcT,https://api.spotify.com/v1/tracks/1efMsfLGwsNNNB5O6QRmcT,https://api.spotify.com/v1/audio-analysis/1efMsfLGwsNNNB5O6QRmcT,298934,1
0.499,0.794,0,-6.383,1,0.0447,0.000687,0.00407,0.432,0.212,95.024,audio_features,07TwX5DB1dq9tJ1L7z77qb,spotify:track:07TwX5DB1dq9tJ1L7z77qb,https://api.spotify.com/v1/tracks/07TwX5DB1dq9tJ1L7z77qb,https://api.spotify.com/v1/audio-analysis/07TwX5DB1dq9tJ1L7z77qb,331600,3
