danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,audio_features,69QHm3pustz01CJRwdo20z,spotify:track:69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z,312293,4
0.481,0.724,4,-5.642,1,0.0324,0.0018,0.177,0.11,0.2,116.322,audio_features,1gij27s31tFKcTHa8f1u4g,spotify:track:1gij27s31tFKcTHa8f1u4g,https://api.spotify.com/v1/tracks/1gij27s31tFKcTHa8f1u4g,https://api.spotify.com/v1/audio-analysis/1gij27s31tFKcTHa8f1u4g,271000,4
0.499,0.958,9,-5.417,1,0.0898,0.000326,2.19e-06,0.432,0.359,127.491,audio_features,278Ao6KQDxWGGszv24uvhI,spotify:track:278Ao6KQDxWGGszv24uvhI,https://api.spotify.com/v1/tracks/278Ao6KQDxWGGszv24uvhI,https://api.spotify.com/v1/audio-analysis/278Ao6KQDxWGGszv24uvhI,205440,4
0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,audio_features,0sfdiwck2xr4PteGOdyOfz,spotify:track:0sfdiwck2xr4PteGOdyOfz,https://api.spotify.com/v1/tracks/0sfdiwck2xr4PteGOdyOfz,https://api.spotify.com/v1/audio-analysis/0sfdiwck2xr4PteGOdyOfz,185133,4
0.64,0.532,4,-12.462,0,0.0896,0.0041,1.14e-05,0.0976,0.404,91.077,audio_features,60IvSzVv5LWJBPrpaX6LmG,spotify:track:60IvSzVv5LWJBPrpaX6LmG,https://api.spotify.com/v1/tracks/60IvSzVv5LWJBPrpaX6LmG,https://api.spotify.com/v1/audio-analysis/60IvSzVv5LWJBPrpaX6LmG,179307,4
0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,4feXJ5IC3avXsVW9WNFSag,spotify:track:4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/tracks/4feXJ5IC3avXsVW9WNFSag,https://api.spotify.com/v1/audio-analysis/4feXJ5IC3avXsVW9WNFSag,261507,4
0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,audio_features,6TfBA04WJ3X1d1wXhaCFVT,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/tracks/6TfBA04WJ3X1d1wXhaCFVT,https://api.spotify.com/v1/audio-analysis/6TfBA04WJ3X1d1wXhaCFVT,177827,4
0.503,0.96,10,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,audio_features,1wXuogT7bvqnhuWzDBNOdV,spotify:track:1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/tracks/1wXuogT7bvqnhuWzDBNOdV,https://api.spotify.com/v1/audio-analysis/1wXuogT7bvqnhuWzDBNOdV,218040,4
0.521,0.881,9,-5.309,1,0.0387,4.93e-06,0.0114,0.141,0.564,160.026,audio_features,6jtUOVRO4p09Z7E35ERRL7,spotify:track:6jtUOVRO4p09Z7E35ERRL7,https://api.spotify.com/v1/tracks/6jtUOVRO4p09Z7E35ERRL7,https://api.spotify.com/v1/audio-analysis/6jtUOVRO4p09Z7E35ERRL7,210360,4
0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,audio_features,0X1sqQ652p1sceKM2nJlIJ,spotify:track:0X1sqQ652p1sceKM2nJlIJ,https://api.spotify.com/v1/tracks/0X1sqQ652p1sceKM2nJlIJ,https://api.spotify.com/v1/audio-analysis/0X1sqQ652p1sceKM2nJlIJ,230667,4
0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021,audio_features,17lu4tymfnhmcIDlzBbtAb,spotify:track:17lu4tymfnhmcIDlzBbtAb,https://api.spotify.com/v1/tracks/17lu4tymfnhmcIDlzBbtAb,https://api.spotify.com/v1/audio-analysis/17lu4tymfnhmcIDlzBbtAb,344240,4
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,audio_features,2d4e45fmUnguxh6yqC7gNT,spotify:track:2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/tracks/2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/audio-analysis/2d4e45fmUnguxh6yqC7gNT,231933,4
0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,audio_features,0v1XpBHnsbkCn7iJ9Ucr1l,spotify:track:0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/tracks/0v1XpBHnsbkCn7iJ9Ucr1l,https://api.spotify.com/v1/audio-analysis/0v1XpBHnsbkCn7iJ9Ucr1l,224493,4
0.514,0.825,0,-5.135,1,0.0487,0.000286,0.293,0.607,0.655,125.274,audio_features,6rvldt6EoZwzogApECUCwd,spotify:track:6rvldt6EoZwzogApECUCwd,https://api.spotify.com/v1/tracks/6rvldt6EoZwzogApECUCwd,https://api.spotify.com/v1/audio-analysis/6rvldt6EoZwzogApECUCwd,207147,4
0.518,0.718,9,-4.355,1,0.0343,4.85e-05,0.244,0.25,0.531,127.593,audio_features,5YnNWHKCJaJKwbagXDb5Uf,spotify:track:5YnNWHKCJaJKwbagXDb5Uf,https://api.spotify.com/v1/tracks/5YnNWHKCJaJKwbagXDb5Uf,https://api.spotify.com/v1/audio-analysis/5YnNWHKCJaJKwbagXDb5Uf,189787,4
0.512,0.921,0,-3.463,1,0.0828,0.000225,0.0,0.0588,0.558,139.481,audio_features,1SZoPX6yKcuejHQ49DtDxr,spotify:track:1SZoPX6yKcuejHQ49DtDxr,https://api.spotify.com/v1/tracks/1SZoPX6yKcuejHQ49DtDxr,https://api.spotify.com/v1/audio-analysis/1SZoPX6yKcuejHQ49DtDxr,229444,4
0.455,0.79,7,-4.049,1,0.0432,3.78e-06,0.00021,0.0866,0.22,125.964,audio_features,4JDjZ2AzlHnde5uUy0TveV,spotify:track:4JDjZ2AzlHnde5uUy0TveV,https://api.spotify.com/v1/tracks/4JDjZ2AzlHnde5uUy0TveV,https://api.spotify.com/v1/audio-analysis/4JDjZ2AzlHnde5uUy0TveV,217467,4
0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,audio_features,5qxChyzKLEyoPJ5qGrdurN,spotify:track:5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/tracks/5qxChyzKLEyoPJ5qGrdurN,https://api.spotify.com/v1/audio-analysis/5qxChyzKLEyoPJ5qGrdurN,246933,4
0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,audio_features,5anCkDvJ17aznvK5TED5uo,spotify:track:5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/tracks/5anCkDvJ17aznvK5TED5uo,https://api.spotify.com/v1/audio-analysis/5anCkDvJ17aznvK5TED5uo,305907,4
0.572,0.835,9,-5.552,1,0.079,0.00953,0.0144,0.012,0.591,131.567,audio_features,5UKeFkVeUfvP6S43I8s9mt,spotify:track:5UKeFkVeUfvP6S43I8s9mt,https://api.spotify.com/v1/tracks/5UKeFkVeUfvP6S43I8s9mt,https://api.spotify.com/v1/audio-analysis/5UKeFkVeUfvP6S43I8s9mt,280960,4
0.421,0.751,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,audio_features,6ToM0uwxtPKo9CMpbPGYvM,spotify:track:6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/tracks/6ToM0uwxtPKo9CMpbPGYvM,https://api.spotify.com/v1/audio-analysis/6ToM0uwxtPKo9CMpbPGYvM,145867,4
0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,audio_features,5EOoMWIB9iK4ZpcSex9Ec7,spotify:track:5EOoMWIB9iK4ZpcSex9Ec7,https://api.spotify.com/v1/tracks/5EOoMWIB9iK4ZpcSex9Ec7,https://api.spotify.com/v1/audio-analysis/5EOoMWIB9iK4ZpcSex9Ec7,194147,4
0.561,0.785,9,-4.973,1,0.0629,0.0282,0.451,0.0615,0.546,137.153,audio_features,5pLgH1bCkBV3bbmvm0qvom,spotify:track:5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/tracks/5pLgH1bCkBV3bbmvm0qvom,https://api.spotify.com/v1/audio-analysis/5pLgH1bCkBV3bbmvm0qvom,254200,4
0.775,0.688,1,-5.038,0,0.0384,0.0533,0.0,0.321,0.805,112.009,audio_features,5eR6OS3joTAHJToyzehKfu,spotify:track:5eR6OS3joTAHJToyzehKfu,https://api.spotify.com/v1/tracks/5eR6OS3joTAHJToyzehKfu,https://api.spotify.com/v1/audio-analysis/5eR6OS3joTAHJToyzehKfu,228400,4
0.462,0.981,2,-2.371,0,0.127,0.00166,0.00894,0.0856,0.547,154.995,audio_features,3jjQHULAVn71k40mKwGMiV,spotify:track:3jjQHULAVn71k40mKwGMiV,https://api.spotify.com/v1/tracks/3jjQHULAVn71k40mKwGMiV,https://api.spotify.com/v1/audio-analysis/3jjQHULAVn71k40mKwGMiV,194573,4
0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,audio_features,3pYKJaLiixRcDFfcNhxZKK,spotify:track:3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/tracks/3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/audio-analysis/3pYKJaLiixRcDFfcNhxZKK,165960,4
0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,audio_features,5BB0Jzw60KyfSTyjJqtely,spotify:track:5BB0Jzw60KyfSTyjJqtely,https://api.spotify.com/v1/tracks/5BB0Jzw60KyfSTyjJqtely,https://api.spotify.com/v1/audio-analysis/5BB0Jzw60KyfSTyjJqtely,205960,4
0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,audio_features,2aIB1CdRRG7YLBu9hNw9nR,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/tracks/2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/audio-analysis/2aIB1CdRRG7YLBu9hNw9nR,218827,4
0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,audio_features,6CqYhhUPJORx1vvdTNc8jv,spotify:track:6CqYhhUPJORx1vvdTNc8jv,https://api.spotify.com/v1/tracks/6CqYhhUPJORx1vvdTNc8jv,https://api.spotify.com/v1/audio-analysis/6CqYhhUPJORx1vvdTNc8jv,246000,4
0.517,0.781,7,-4.164,1,0.0904,0.000512,0.0176,0.315,0.518,131.154,audio_features,7hBhmH0OEjLudumcwUVrL0,spotify:track:7hBhmH0OEjLudumcwUVrL0,https://api.spotify.com/v1/tracks/7hBhmH0OEjLudumcwUVrL0,https://api.spotify.com/v1/audio-analysis/7hBhmH0OEjLudumcwUVrL0,207373,4
0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,audio_features,0lP4HYLmvowOKdsQ7CVkuq,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/tracks/0lP4HYLmvowOKdsQ7CVkuq,https://api.spotify.com/v1/audio-analysis/0lP4HYLmvowOKdsQ7CVkuq,231533,3
0.526,0.756,2,-5.083,0,0.0266,0.4,2.39e-06,0.426,0.668,91.985,audio_features,27rgTetikreqkvedaxrF5N,spotify:track:27rgTetikreqkvedaxrF5N,https://api.spotify.com/v1/tracks/27rgTetikreqkvedaxrF5N,https://api.spotify.com/v1/audio-analysis/27rgTetikreqkvedaxrF5N,219453,4
0.573,0.942,2,-5.259,1,0.124,0.000246,0.00514,0.524,0.278,130.147,audio_features,6SyutgkQfLKfcsWvmh02k2,spotify:track:6SyutgkQfLKfcsWvmh02k2,https://api.spotify.com/v1/tracks/6SyutgkQfLKfcsWvmh02k2,https://api.spotify.com/v1/audio-analysis/6SyutgkQfLKfcsWvmh02k2,246680,4
0.527,0.766,9,-5.327,1,0.0375,7.4e-05,0.00365,0.115,0.304,117.994,audio_features,09v3dFgd3YwrD0U5gkNaTg,spotify:track:09v3dFgd3YwrD0U5gkNaTg,https://api.spotify.com/v1/tracks/09v3dFgd3YwrD0U5gkNaTg,https://api.spotify.com/v1/audio-analysis/09v3dFgd3YwrD0U5gkNaTg,256573,4
0.443,0.934,5,-3.398,0,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,audio_features,0VhhaYztcRWc7PEjJCjr1g,spotify:track:0VhhaYztcRWc7PEjJCjr1g,https://api.spotify.com/v1/tracks/0VhhaYztcRWc7PEjJCjr1g,https://api.spotify.com/v1/audio-analysis/0VhhaYztcRWc7PEjJCjr1g,202800,4
0.48,0.76,5,-3.663,1,0.0402,0.00107,2.37e-05,0.0809,0.378,139.985,audio_features,57lCa95tmjJ8EYdNTex8Kk,spotify:track:57lCa95tmjJ8EYdNTex8Kk,https://api.spotify.com/v1/tracks/57lCa95tmjJ8EYdNTex8Kk,https://api.spotify.com/v1/audio-analysis/57lCa95tmjJ8EYdNTex8Kk,206107,4
0.513,0.872,9,-4.921,1,0.0481,0.00235,6.11e-05,0.0807,0.525,120.399,audio_features,5XenUjG7cRnTkUe8AVuuMX,spotify:track:5XenUjG7cRnTkUe8AVuuMX,https://api.spotify.com/v1/tracks/5XenUjG7cRnTkUe8AVuuMX,https://api.spotify.com/v1/audio-analysis/5XenUjG7cRnTkUe8AVuuMX,233733,4
0.443,0.988,1,-3.878,1,0.104,0.0711,0.022,0.384,0.513,131.326,audio_features,44JEbGi3NxptsEuxDNGiAR,spotify:track:44JEbGi3NxptsEuxDNGiAR,https://api.spotify.com/v1/tracks/44JEbGi3NxptsEuxDNGiAR,https://api.spotify.com/v1/audio-analysis/44JEbGi3NxptsEuxDNGiAR,214067,4
0.517,0.876,11,-3.276,0,0.0362,0.167,0.0,0.247,0.236,81.866,audio_features,1EpjMVaoloW4sLIdfVD6P8,spotify:track:1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/tracks/1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/audio-analysis/1EpjMVaoloW4sLIdfVD6P8,193680,4
0.35,0.775,11,-3.364,1,0.054,0.00433,0.283,0.0676,0.588,199.866,audio_features,6u0x5ad9ewHvs3z6u9Oe3c,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/tracks/6u0x5ad9ewHvs3z6u9Oe3c,https://api.spotify.com/v1/audio-analysis/6u0x5ad9ewHvs3z6u9Oe3c,235547,4
0.511,0.934,3,-4.561,1,0.242,0.00403,3.48e-05,0.242,0.668,168.062,audio_features,454I78HEySdcHE8fcVabTb,spotify:track:454I78HEySdcHE8fcVabTb,https://api.spotify.com/v1/tracks/454I78HEySdcHE8fcVabTb,https://api.spotify.com/v1/audio-analysis/454I78HEySdcHE8fcVabTb,272240,4
0.474,0.905,4,-6.137,0,0.0842,0.122,0.00154,0.166,0.322,93.02,audio_features,5wq8wceQvaFlOZovDtfr0j,spotify:track:5wq8wceQvaFlOZovDtfr0j,https://api.spotify.com/v1/tracks/5wq8wceQvaFlOZovDtfr0j,https://api.spotify.com/v1/audio-analysis/5wq8wceQvaFlOZovDtfr0j,233733,4
0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,audio_features,0jqK7sGTLsHPkQrrcrGuKD,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/tracks/0jqK7sGTLsHPkQrrcrGuKD,https://api.spotify.com/v1/audio-analysis/0jqK7sGTLsHPkQrrcrGuKD,158733,4
0.256,0.679,9,-4.495,0,0.0387,0.00451,0.0409,0.172,0.325,158.718,audio_features,40pPI2TbaYSZlKfV44HRjn,spotify:track:40pPI2TbaYSZlKfV44HRjn,https://api.spotify.com/v1/tracks/40pPI2TbaYSZlKfV44HRjn,https://api.spotify.com/v1/audio-analysis/40pPI2TbaYSZlKfV44HRjn,295373,4
0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,audio_features,5qtwzv99vOr5UTwnTixn7j,spotify:track:5qtwzv99vOr5UTwnTixn7j,https://api.spotify.com/v1/tracks/5qtwzv99vOr5UTwnTixn7j,https://api.spotify.com/v1/audio-analysis/5qtwzv99vOr5UTwnTixn7j,190987,4
0.173,0.872,7,-4.39,0,0.0533,0.00052,0.0353,0.324,0.39,149.361,audio_features,1TF8mSG5YHyaS4o3NeBSAo,spotify:track:1TF8mSG5YHyaS4o3NeBSAo,https://api.spotify.com/v1/tracks/1TF8mSG5YHyaS4o3NeBSAo,https://api.spotify.com/v1/audio-analysis/1TF8mSG5YHyaS4o3NeBSAo,226427,4
0.44,0.998,5,-1.931,0,0.161,0.00462,7.52e-06,0.235,0.181,149.116,audio_features,4adPbUuejHaVDpC1SDpfQr,spotify:track:4adPbUuejHaVDpC1SDpfQr,https://api.spotify.com/v1/tracks/4adPbUuejHaVDpC1SDpfQr,https://api.spotify.com/v1/audio-analysis/4adPbUuejHaVDpC1SDpfQr,169267,4
0.663,0.694,10,-8.627,0,0.172,0.0249,0.0,0.0698,0.524,167.964,audio_features,1RKUoGiLEbcXN4GY4spQDx,spotify:track:1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/tracks/1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/audio-analysis/1RKUoGiLEbcXN4GY4spQDx,340920,4
0.434,0.977,2,-4.845,1,0.0786,0.00187,0.166,0.347,0.0939,128.223,audio_features,5VVWgWH8HFLAtM8lbttvn9,spotify:track:5VVWgWH8HFLAtM8lbttvn9,https://api.spotify.com/v1/tracks/5VVWgWH8HFLAtM8lbttvn9,https://api.spotify.com/v1/audio-analysis/5VVWgWH8HFLAtM8lbttvn9,297000,4
0.549,0.87,7,-9.453,1,0.0543,0.00249,2.08e-06,0.127,0.671,138.078,audio_features,3Obu3jvFSfgLF3pSbi64Vj,spotify:track:3Obu3jvFSfgLF3pSbi64Vj,https://api.spotify.com/v1/tracks/3Obu3jvFSfgLF3pSbi64Vj,https://api.spotify.com/v1/audio-analysis/3Obu3jvFSfgLF3pSbi64Vj,254693,4
0.349,0.923,6,-2.432,0,0.0539,1.95e-05,0.111,0.336,0.535,149.904,audio_features,5jth1c4wa4BythOzap3qOU,spotify:track:5jth1c4wa4BythOzap3qOU,https://api.spotify.com/v1/tracks/5jth1c4wa4BythOzap3qOU,https://api.spotify.com/v1/audio-analysis/5jth1c4wa4BythOzap3qOU,225533,4
0.245,0.974,11,-2.523,0,0.0496,0.00045,0.438,0.363,0.644,141.885,audio_features,1VcIbyyDX8j0GNxSlsRFeJ,spotify:track:1VcIbyyDX8j0GNxSlsRFeJ,https://api.spotify.com/v1/tracks/1VcIbyyDX8j0GNxSlsRFeJ,https://api.spotify.com/v1/audio-analysis/1VcIbyyDX8j0GNxSlsRFeJ,184133,4
0.65,0.758,8,-5.021,1,0.0507,0.000259,0.000492,0.276,0.603,100.005,audio_features,2daZovie6pc2ZK7StayD1K,spotify:track:2daZovie6pc2ZK7StayD1K,https://api.spotify.com/v1/tracks/2daZovie6pc2ZK7StayD1K,https://api.spotify.com/v1/audio-analysis/2daZovie6pc2ZK7StayD1K,262947,4
0.75,0.677,2,-5.199,1,0.045,0.00468,0.000376,0.162,0.931,159.081,audio_features,2xnnH2ZObp5hxWmlzIGa9G,spotify:track:2xnnH2ZObp5hxWmlzIGa9G,https://api.spotify.com/v1/tracks/2xnnH2ZObp5hxWmlzIGa9G,https://api.spotify.com/v1/audio-analysis/2xnnH2ZObp5hxWmlzIGa9G,143053,4
0.588,0.96,9,-5.216,1,0.0933,0.0013,0.000306,0.135,0.321,105.009,audio_features,02RDt0n6EXpYemu5mhMxjh,spotify:track:02RDt0n6EXpYemu5mhMxjh,https://api.spotify.com/v1/tracks/02RDt0n6EXpYemu5mhMxjh,https://api.spotify.com/v1/audio-analysis/02RDt0n6EXpYemu5mhMxjh,302613,4
0.266,0.946,9,-2.855,1,0.171,0.00781,2.73e-06,0.26,0.498,168.461,audio_features,4GTCwHf5tLna3yW6HJ1DvW,spotify:track:4GTCwHf5tLna3yW6HJ1DvW,https://api.spotify.com/v1/tracks/4GTCwHf5tLna3yW6HJ1DvW,https://api.spotify.com/v1/audio-analysis/4GTCwHf5tLna3yW6HJ1DvW,179973,4
0.621,0.834,10,-10.068,0,0.0557,0.000779,0.456,0.0611,0.937,143.973,audio_features,2aIB1CdRRG7YLBu9hNw9nR,spotify:track:2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/tracks/2aIB1CdRRG7YLBu9hNw9nR,https://api.spotify.com/v1/audio-analysis/2aIB1CdRRG7YLBu9hNw9nR,218827,4
0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,audio_features,3pYKJaLiixRcDFfcNhxZKK,spotify:track:3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/tracks/3pYKJaLiixRcDFfcNhxZKK,https://api.spotify.com/v1/audio-analysis/3pYKJaLiixRcDFfcNhxZKK,165960,4
0.366,0.869,11,-3.316,0,0.0387,0.0207,0.0,0.254,0.384,138.051,audio_features,3acBQxxlyb0jC2xqndDzSf,spotify:track:3acBQxxlyb0jC2xqndDzSf,https://api.spotify.com/v1/tracks/3acBQxxlyb0jC2xqndDzSf,https://api.spotify.com/v1/audio-analysis/3acBQxxlyb0jC2xqndDzSf,240120,4
0.488,0.879,7,-3.329,0,0.0393,0.000488,1.19e-06,0.14,0.557,86.986,audio_features,0vjYxBDAcflD0358arIVZG,spotify:track:0vjYxBDAcflD0358arIVZG,https://api.spotify.com/v1/tracks/0vjYxBDAcflD0358arIVZG,https://api.spotify.com/v1/audio-analysis/0vjYxBDAcflD0358arIVZG,187853,4
0.418,0.857,8,-5.133,1,0.0404,2.73e-06,0.805,0.368,0.12,140.02,audio_features,3mYCd23hPxJW5okSvMoy3x,spotify:track:3mYCd23hPxJW5okSvMoy3x,https://api.spotify.com/v1/tracks/3mYCd23hPxJW5okSvMoy3x,https://api.spotify.com/v1/audio-analysis/3mYCd23hPxJW5okSvMoy3x,206173,4
0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,audio_features,3lPr8ghNDBLc2uZovNyLs9,spotify:track:3lPr8ghNDBLc2uZovNyLs9,https://api.spotify.com/v1/tracks/3lPr8ghNDBLc2uZovNyLs9,https://api.spotify.com/v1/audio-analysis/3lPr8ghNDBLc2uZovNyLs9,212440,4
0.542,0.818,10,-4.653,0,0.0318,0.000558,0.0141,0.126,0.29,132.048,audio_features,2hUHm19fmQnJ40LZXqjhZt,spotify:track:2hUHm19fmQnJ40LZXqjhZt,https://api.spotify.com/v1/tracks/2hUHm19fmQnJ40LZXqjhZt,https://api.spotify.com/v1/audio-analysis/2hUHm19fmQnJ40LZXqjhZt,191040,4
0.447,0.534,6,-7.502,1,0.0345,0.00779,0.000125,0.0933,0.373,79.99,audio_features,5rupf5kRDLhhFPxH15ZmBF,spotify:track:5rupf5kRDLhhFPxH15ZmBF,https://api.spotify.com/v1/tracks/5rupf5kRDLhhFPxH15ZmBF,https://api.spotify.com/v1/audio-analysis/5rupf5kRDLhhFPxH15ZmBF,262973,4
0.3,0.929,1,-3.214,1,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,audio_features,58KPPL1AdLHMvR2O2PZejr,spotify:track:58KPPL1AdLHMvR2O2PZejr,https://api.spotify.com/v1/tracks/58KPPL1AdLHMvR2O2PZejr,https://api.spotify.com/v1/audio-analysis/58KPPL1AdLHMvR2O2PZejr,548253,4
0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,audio_features,6crBy2sODw2HS53xquM6us,spotify:track:6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/tracks/6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/audio-analysis/6crBy2sODw2HS53xquM6us,248053,4
0.411,0.893,7,-3.646,1,0.139,0.00563,0.00967,0.149,0.513,170.407,audio_features,2QiqwOVUctPRVggO9G1Zs5,spotify:track:2QiqwOVUctPRVggO9G1Zs5,https://api.spotify.com/v1/tracks/2QiqwOVUctPRVggO9G1Zs5,https://api.spotify.com/v1/audio-analysis/2QiqwOVUctPRVggO9G1Zs5,363853,4
0.238,0.932,4,-5.809,1,0.0912,0.00326,0.298,0.114,0.186,150.899,audio_features,2VrJMuLt2m9HbifGrKWHqk,spotify:track:2VrJMuLt2m9HbifGrKWHqk,https://api.spotify.com/v1/tracks/2VrJMuLt2m9HbifGrKWHqk,https://api.spotify.com/v1/audio-analysis/2VrJMuLt2m9HbifGrKWHqk,363267,4
0.517,0.876,11,-3.276,0,0.0362,0.167,0.0,0.247,0.236,81.866,audio_features,1EpjMVaoloW4sLIdfVD6P8,spotify:track:1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/tracks/1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/audio-analysis/1EpjMVaoloW4sLIdfVD6P8,193680,4
0.47,0.954,11,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,audio_features,5OVHnu9SgsdAravy4UyGq4,spotify:track:5OVHnu9SgsdAravy4UyGq4,https://api.spotify.com/v1/tracks/5OVHnu9SgsdAravy4UyGq4,https://api.spotify.com/v1/audio-analysis/5OVHnu9SgsdAravy4UyGq4,220173,4
0.447,0.8,0,-9.482,0,0.047,0.000258,0.00206,0.113,0.251,127.956,audio_features,0j3obufLXq5toSs592dX9U,spotify:track:0j3obufLXq5toSs592dX9U,https://api.spotify.com/v1/tracks/0j3obufLXq5toSs592dX9U,https://api.spotify.com/v1/audio-analysis/0j3obufLXq5toSs592dX9U,251147,4
0.462,0.91,1,-7.198,1,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,audio_features,5he7AYCR3MGloRnuWEMroT,spotify:track:5he7AYCR3MGloRnuWEMroT,https://api.spotify.com/v1/tracks/5he7AYCR3MGloRnuWEMroT,https://api.spotify.com/v1/audio-analysis/5he7AYCR3MGloRnuWEMroT,214907,4
0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519,audio_features,0Ti2dlF2xLjXblvdU5fCxM,spotify:track:0Ti2dlF2xLjXblvdU5fCxM,https://api.spotify.com/v1/tracks/0Ti2dlF2xLjXblvdU5fCxM,https://api.spotify.com/v1/audio-analysis/0Ti2dlF2xLjXblvdU5fCxM,206587,4
0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,audio_features,3eSyMBd7ERw68NVB3jlRmW,spotify:track:3eSyMBd7ERw68NVB3jlRmW,https://api.spotify.com/v1/tracks/3eSyMBd7ERw68NVB3jlRmW,https://api.spotify.com/v1/audio-analysis/3eSyMBd7ERw68NVB3jlRmW,235600,4
0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,audio_features,2takcwOaAZWiXQijPHIx7B,spotify:track:2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/tracks/2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B,237040,4
0.484,0.927,2,-3.759,1,0.0425,0.000884,3.96e-06,0.223,0.389,99.979,audio_features,0dMYPDqcI4ca4cjqlmp9mE,spotify:track:0dMYPDqcI4ca4cjqlmp9mE,https://api.spotify.com/v1/tracks/0dMYPDqcI4ca4cjqlmp9mE,https://api.spotify.com/v1/audio-analysis/0dMYPDqcI4ca4cjqlmp9mE,227213,4
